,link,image,addr,zip,redfin_price,sold_price,Beds,Bath,SqFt,YearBuilt,SoldTime,Disc,Stories,Style,Community,County,LotSize,ElemSchool,MidSchool,HighSchool,Walk,Transit,Bike
1996,125754657,/4c0cba0a81c30a1264c30ade08453e9f_genMid.18635718_3.jpg,16525 NE Everett Ct,97230,326049,319000,3,2,1252,1964,SOLD 6/25/18,"GEM! Single level-new interior paint including woodwork. New kitchen flooring Refurbished kitchen/bathroom cabinets,  washer, dryer and refrigerator included. Kitchen adjoins living room and large family room with a slider leads out onto patio and backyard.  Close to Glendoveer Golf course plus 2 + mile walking trail. The yard is huge. Garden area. Quiet Street near shopping and convenient to freeways. PROFESSIONAL PHOTOS COMING.",Portland Northeast,1,Multnomah,18635718,"6,887 Sq. Ft.",1,3,3,51,55,80
1997,126361328,/4cb5a964029fb4384d08bff3e01df877_genMid.18528553_A.jpg,18989 NE Marine Dr #09,97230,352680,400000,4,3,2182,1997,SOLD 6/25/18,"Beautifully maintained home, oak thru-out, hi-end electrical & heating system, mini-kitchen upstairs for entertaining & enjoying view, Jet-tub in master suite,, 44'x20' boat well w/19 ft roll-up door, shore power hook-up, auto door openers, fish cleaning area & shop area in boat well. Slip space $260/month, 1st six months free, or purchase for $100,000 for slip ownership. APPRAISER - sold price included slip ownership, no seller conc.",2,2 Story,River,THE ISLANDS MOORAGE,—,1,2,3,2,18,45
1998,126566159,/01d91eb558af227c661118f643f94438_genMid.18129374_0.jpg,920 NE 151st Ave,97230,514761,510000,3,2.5,2800,1967,SOLD 6/25/18,"Amazing 1 Level Mid Century Modern Ranch. Across from Glendoveer Golf Course. All the original charm, with updated windows, furnace, insulation, plumbing, earthquake & energy retrofitted, marmoleum floors, hickory hardwoods. A true retro experience inside and out. Enjoy the amazing private front court yard or the incredible covered back patio.  This home has been meticulously cared for, and is a true piece of history.",Portland Northeast,1,Multnomah,18129374,0.25 Acres,1,3,3,36,51,69
1999,125750284,/b9a6d3bdfcc3914c7d56c174f9529712_genMid.18406625_0.jpg,2221 NE 144th Ave,97230,420649,388777,3,2,1548,1963,SOLD 6/22/18,"All offers due Friday May 18 @ 1:00pm. One level living with the perfect circular floor plan in a park like setting. Large spacious rooms,updated kitchen with custom cabinets and corian counters. Master Suite with double closets & Bath. Updated systems including furnace, AC, windows, hot water heater, & plumbing. Hardwood floors with w/w carpet over but ready to gleam. On a level oversized lot perfect for entertaining! [Home Energy Score = 5. HES Report at https://api.greenbuildingregistry.com/report/pdf/R136057-20180501.pdf]",Clifgate,1,Multnomah,18406625,"10,080 Sq. Ft.",2,3,3,19,34,67
2000,126606259,/6cb4abae59328f75930da3de296bb478_genMid.18279823_6.jpg,6239 SE Platt Ave,97236,476923,457000,5,2.5,2784,2000,SOLD 8/22/18,"NEW PRICE! What a terrific, spacious home - in impeccable condition and loaded with features! 5 beds,nice laundry rm, large 3-car garage + RV parking, and A/C, just to name a few! 5th bdrm on main floor (dual-living?)! Large kitchen with island, large flat fenced yard with nice patio, and so much more!  Come see this home soon!!",2,Traditional,Portland Southeast,Multnomah,"10,346 Sq. Ft.",5,6,7,4,0,20
2003,126603225,/76de2f6fb8abb5b45044bbc5a3210909_genMid.18126142_0.jpg,3821 SE 167th Ave,97236,309990,299000,3,1.5,1353,1963,SOLD 8/17/18,"Charming ranch style home on a quiet cul-de-sac.  Large private backyard great for entertaining.  New carpet in living, bedroom, and Master.  New kitchen flooring. Updates throughout. Ready to move in, make this your new home.",1,"Ranch, 1 Story",Portland Southeast,Multnomah,"7,103 Sq. Ft.",2,6,7,50,42,77
2005,126416029,/d0e85a479cb5b753d7fda24a3296bc55_genMid.18447553_0.jpg,14230 SE Rhine St,97236,366766,350000,3,2.5,1761,2018,SOLD 8/09/18,Newly built two-story home with an open floor plan on a flag lot. Concrete patio on the back with fenced backyard and two car garage.,2,2 Story,Multnomah,18447553,"8,101 Sq. Ft.",3,7,4,40,45,48
2010,125767733,/234d82f4eb94514744f9930578f70746_genMid.18104893_1.jpg,3309 SE 178th Ave,97236,327139,315000,3,2,2180,1959,SOLD 7/20/18,"Darling Ranch with full basement, 3 bedrooms plus a bonus room, 2 baths, 2 fireplaces, vinyl windows, newer gas water heater, gas furnace, a/c ,front & back sprinklers, covered patio, tool shed, wonderful fenced yard.",2,Ranch,Multnomah,18104893,"7,350 Sq. Ft.",2,6,7,40,44,70
2013,126326695,/0ac0effee2e6a37375e15c88afbe9c5f_genMid.18518100_0.jpg,17769 SE Marie St,97236,451591,449900,4,2.5,2366,1992,SOLD 7/18/18,"Beautifully remodeled home boasts new roof, siding, water heater, flooring, paint, and more! Large lot with RV parking. Large 5 car tandem garage that is 1284 sq. ft! Enjoy the rooftop deck and large master suite!",2,2 Story,Multnomah,18518100,0.31 Acres,2,6,7,52,44,79
2017,126423927,/02b3cff07a8eea5baed7c248f2aacdcb_genMid.18598637_0.jpg,14260 SE Rhine St,97236,361143,350000,3,2.5,1761,2018,SOLD 7/09/18,"This gorgeous two-story home features a great room, living room on the main level with wall to wall carpet. Sits on a flag lot. Living area upstairs has 3 bedrooms and 2 baths with laundry area. Slider to the concrete patio and fenced yard. Two car garage!",2,2 Story,Multnomah,18598637,"2,992 Sq. Ft.",3,7,4,40,45,48
2027,126530927,/6d901e874965c71e45b2358a650d9612_genMid.18364568_0.jpg,6127 SE 138th Pl,97236,246497,232400,2,1,1165,1942,SOLD 6/29/18,Perfect for the first time home buyer or investor. Newer furnace and hot water heater. Move in ready. [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R335270-20180504.pdf],1,1 Story,Multnomah,18364568,"4,356 Sq. Ft.",3,7,4,31,34,55
2028,126471856,/2c993829aea18e9745d38c1150360855_genMid.18566153_0.jpg,6542 SE 131st Ave,97236,344535,339000,6,4,1730,1989,SOLD 6/28/18,Easy to Care for 1 level home with fenced yard.,1,Ranch,Multnomah,18566153,"5,203 Sq. Ft.",3,7,4,40,35,70
2031,126347795,/e79bbf3535d63751a4e2d9ba2318cf47_genMid.18320736_1.jpg,12717 SE Ellis St,97236,383255,315000,4,2,3096,1942,SOLD 6/27/18,"Spacious daylight ranch with new carpet, hardwood flooring and paint. Generous layout featuring two bedrooms and one bath on each level. Separate entrance downstairs for a potential dual living situation. Two fireplaces with one gas insert for better heat circulation. Located near the spring water corridor for easy access to biking and trails.",2,"Ranch, 2 Story",Multnomah,18320736,"6,476 Sq. Ft.",3,7,4,40,41,65
2032,126406394,/ed9c0e84a6a8a9eda33f5402eb2470c5_genMid.18484115_1.jpg,3279 SE 177th Ave,97236,295151,289000,3,1,1090,1959,SOLD 6/22/18,"Meticulously maintained ranch in a beautifully landscaped setting, with fruit and vegetables galore. New 35 yr roof, vinyl windows and sidings, updated bathroom and kitchen. Newer furnace and H2O heater. Plumbing all replaced with vinyl several years ago. Hardwoods under the carpet. Same owner for over 50 years,",1,Ranch,Multnomah,18484115,"7,420 Sq. Ft.",2,6,7,42,43,75
2034,126368286,/72fc07c11ea17b86503b85414a4a47ee_genMid.18410529_0.jpg,6725 SE 135th Ave,97236,329265,317000,3,2,1272,1988,SOLD 6/22/18,"3 bedroom on a quiet cul-de-sac in great neighborhood. Large corner lot with 2 car garage. Backyard includes patio, raised flower beds, garden shed and hot tub. New roof in 2014. Close proximity to parks and schools! [Home Energy Score = 4. HES Report at https://api.greenbuildingregistry.com/report/pdf/R284485-20180517.pdf]",1,Ranch,Multnomah,18410529,"7,148 Sq. Ft.",3,7,4,28,33,53
2037,126676623,/6fc05b7b58ac86bdfe0b8e15a9e67877_genMid.18253657_3.jpg,12433 SE Holgate Blvd,97236,258249,231000,4,2,2116,1936,SOLD 6/21/18,"Investor or Sweat equity alert. This home features 4 bedrooms 2 baths, living, dining, family rooms and bonus room in partially finished basement. Large lot. Easy access to shopping and freeways.",3,2 Story,Multnomah,18253657,"9,328 Sq. Ft.",2,7,4,45,47,74
2038,126298952,/05308664c9dabd78072fc96f81b2ce53_genMid.18523971_0.jpg,5547 SE 130th Ave,97236,347455,345000,3,2,1375,2002,SOLD 6/20/18,"Fabulous Powellhurst Gilbert Ranch. Features with open kitchen floor plan, vaulted celling in master bedroom,  walk-in closet,  large bedrooms, skylight, gas fireplace ,breakfast bar ,oak cabinets, deck, fenced back yard, Large backyard, AC, Attached two car garage, convenience location, quiet neighborhood.",1,1 Story,Multnomah,18523971,"8,034 Sq. Ft.",3,7,4,35,40,57
2049,125756448,/e7eb1f54f50cdcdda52962e70d413199_genMid.18174415_0.jpg,3025 SE 131st Ave,97236,149122,132210,1,1,665,1939,SOLD 5/31/18,Opportunity awaits in this 1 bedroom 1 bathroom dwelling. The home offers the chance to earn rental income. It will take some upgrades and repairs to ready this home for renters but it could be worth the time. Come and see if this will be your new investment.,1,Ranch,Multnomah,18174415,"5,770 Sq. Ft.",3,7,4,49,50,77
2055,126305732,/d0eafe3d63e59680c97f8e65edb90854_genMid.18290475_0.jpg,2816 SE 170th Ave,97236,320695,300000,3,1,1008,1968,SOLD 5/22/18,"Investors, builders, first time home buyers look no further! Per the city, the lot is large enough to accommodate a density of 2 lots, buyer to do due diligence. 3 bdrm, 1 bth ranch home sits on .49 acres w/fencing, paved driveway, ample parking space.",1,"Ranch, 1 Story",Portland Southeast,Multnomah,0.49 Acres,2,6,7,57,42,77
2056,126550054,/052041cc7c121a11ff07cf7b29260753_genMid.18219164_3.jpg,13221 SE Brooklyn Ct,97236,336347,250000,3,1,1320,1970,SOLD 5/17/18,"Quiet-dead end cul de sac! Wonderful one level home.2 car garage & large yd w/ old growth trees! Private, park-like setting!",1,Ranch,Multnomah,18219164,"8,100 Sq. Ft.",3,7,4,46,50,76
2057,125776805,/80f7949124a6fd7bc38e1d1738edbcef_genMid.18538639_2.jpg,5926 SE Jenne Rd,97236,462729,470000,3,2,2136,1953,SOLD 5/16/18,"Enjoy this charming Pleasant Valley homestead on 2+ acres! Decks & patios. Natural landscaping. Outdoor spa. Various flora & fauna. Great room & open kitchen. Modern wood stove & fireplace. Study, pantry & laundry areas. Milgard Windows. Workshop. Detached garage. Garden windows. Indoor sauna. Territorial views.",2,"Farmhouse, Traditional",Portland Southeast,Multnomah,2.12 Acres,5,6,7,2,17,38
2060,126559065,/d5a10b5a520d5b9355680f1da54798bd_genMid.18129097_0.jpg,7844 SE 141st Ave,97236,414804,390000,3,2.5,2055,1992,SOLD 5/11/18,"Well maintained traditional home backing to 40 acre reserve with territoial views. Great Pleasant Valley Neighborhood! Beautiful hardwoods, vaulted living room, formal dining room with built ins and family room with gas fireplace. Master suite includes walk-in closet and double vanity. Beautifully landscaped yard with sprinkler system.","Traditional, 2 Story","Residential, Single Family Residence","Territorial, Trees/Woods",Portland Southeast,"7,190 Sq. Ft.",3,7,4,4,0,19
2071,126324489,/1083e917443b05b31b3d3a7bf096123c_genMid.17594693_0.jpg,3516 SE 164th Ave,97236,391267,357700,3,1,1980,1927,SOLD 4/23/18,"Bring your great decorating ideas for this charming home in the Centennial area. New roof in 2015, forced air gas heat, extra storage in breezeway to garage and newer windows. Two fireplaces. Huge Family Room. This .47 acre lot may be able to be divided. Check with City. Hurry as this home will go fast.",3,Traditional,Multnomah,17594693,0.46 Acres,2,6,7,47,42,78
2076,125838006,/afcd8c31e8cfc68dcba92733155c2ba6_genMid.18476310_0.jpg,5026 SE 140th Ave,97236,381325,350500,4,3,2024,2006,SOLD 4/13/18,"Tons of potential here! Beautiful home in fantastic location, just needs a little TLC. Nice floor plan with large rooms.  Large fenced back yard with patio. Conveniently located with easy access to schools, shopping & main roads.  Ask your agent about Homesteps buyer incentives!  Buyer to verify all info.",2,"Traditional, 2 Story",Multnomah,18476310,"5,245 Sq. Ft.",2,7,4,22,37,28
2082,126544027,/597e902ee6407ecbb53ed1d39dad88cf_genMid.17006626_2.jpg,15793 SE Powell Blvd,97236,448496,410000,3,1,1532,1957,SOLD 3/26/18,"Fantastic opportunity to own 2 homes on 1 tax lot with 30,580 sq ft lot!Zoned R-3 Residential for up to 10 homes ! Great for an owner occupied with an Additional 3 Bedroom 2 bath 1,200 sq ft rental in the back. Many possibilities with this zoning.19 bed care facility going in 2 doors down. Do not disturb tenants.",1,1 Story,Multnomah,17006626,—,2,6,7,42,41,68
2084,126324483,/ff055f7e84cfef3db86037895170f58c_genMid.17052657_0.jpg,16235 SE Clinton St,97236,473691,470000,5,4,3289,1957,SOLD 3/30/18,Beautifully remodeled home. Move-in ready,2,Ranch,Multnomah,17052657,"8,470 Sq. Ft.",2,6,7,63,43,82
2096,125851229,/af8c8305f9df7f1521f14f486e7ca335_genMid.17020078_0.jpg,3403 SE 162nd Ave,97236,280172,255000,3,1,912,1965,SOLD 3/07/18,"Nice One Level Home on a Large Corner Lot. Spacious Living Room with Hardwood Floors. L Shaped Kitchen, Vinyl Windows, Heat Pump with A/C, Fenced Yard with a Nice Patio. Double Car Garage with Laundry too.",1,Ranch,Multnomah,17020078,"7,020 Sq. Ft.",2,6,7,49,43,76
2097,125782765,/ee3811250f19f2abfae2f14d9309f8c4_genMid.17507535_8.jpg,13044 SE Cora St,97236,438337,410000,4,3,2397,2017,SOLD 3/02/18,"Vaulted Master, office and full bath on main floor. Large great room with hardwood flooring and FP, open kitchen with pantry and SS appl. 2 more rooms and huge bonus/entertainment room with 2 closets upstairs.  Additional garden area or dog run along the street is part of the property.",2,2 Story,Multnomah,17507535,"6,407 Sq. Ft.",2,7,4,37,46,63
2099,126537039,/54ca789169abb9490bbd7c753b0e6f8c_genMid.17012700_0.jpg,2539 SE 138th Ave,97236,288915,246700,3,2,1149,1996,SOLD 3/01/18,"Great Starter or down sizer! Easy 1 level home, living room with  wood burning fireplace, master bedroom with walk-in closet and full bath, kitchen and eating area w/slider out to an over-sized patio. 2 car garage with opener. Shopping, transportation and schools nearby! Newer roof.",1,Ranch,Multnomah,17012700,"5,586 Sq. Ft.",3,7,4,64,47,78
2103,126348684,/db1e884f3e2a9c0606138bc1bfc2f8e6_genMid.17089821_8.jpg,5012 SE 140th Ave,97236,413879,390000,4,2.5,2240,2006,SOLD 2/27/18,"A beautiful house you can call home. Built with superior quality, from beautiful hardwood & tile floors to extensive crown moldings. Formal Living room w/stone fireplace, Gourmet kitchen with granite counter tops. Huge master bedroom w/ walk-in closet. Spacious family room. Large covered deck w/ fireplace, large shed, fenced backyard. A MUST SEE!",2,Traditional,Multnomah,17089821,"5,185 Sq. Ft.",2,7,4,22,37,28
2104,126496955,/6f43223d067730427129f7d09c6ebd74_genMid.17473059_0.jpg,16109 SE Powell Blvd,97236,303035,323000,4,2,2758,1948,SOLD 2/20/18,"This charming and spacious home has been tastefully remodeled, and boasts new windows, roof, flooring, doors, furnace, water heater, bathroom, kitchen and more. Located on a large .3 acre lot, and fully fenced, and close to local amenities and Powell Butte Nature Park, this home won't last long.",3,Cottage,Multnomah,17473059,0.30 Acres,2,6,7,45,41,77
2105,1114017746,/fd29903d605789a9e9f562b9ba8a83e9_genMid.17181101_0.jpg,13024 SE Kelly Ct,97236,354073,336000,4,2.5,1690,2011,SOLD 2/14/18,"Elegant Craftsman in SE Portland. 4 bedroom 2.5 baths w/ Cozy living room w/ gas fireplace. Gorgeous kitchen w/ granite countertops, stainless steel appliances, breakfast bar, & large pantry. Master suite w/ large walk-in closet & vaulted ceilings. Fully fenced backyard w/ patio area. 3 years left on 10 year tax abatement!",2,"2 Story, Craftsman",Multnomah,17181101,"3,680 Sq. Ft.",3,7,4,52,49,78
2106,126302538,/9c42d496d40820da5e02bb3f484c4038_genMid.17315050_1.jpg,3335 SE 159th Ave,97236,299556,275000,3,1,960,1974,SOLD 2/13/18,"Charming Ranch in Centennial School District! New roof, windows, carpet, kitchen appliances and paint throughout!! Nice size workshop &/or storage area attached to garage! Fenced backyard! On cul-de-sac and close to Powell Butte Nature Park!!",1,"Ranch, 1 Story",Multnomah,17315050,"7,000 Sq. Ft.",2,6,7,45,43,58
2111,126334094,/5ca0b98d03ca770be9434594caba7751_genMid.17049691_3.jpg,3635 SE 157th Ave,97236,326494,270000,3,2,1684,1977,SOLD 2/03/18,"Spacious home nicely tucked away!! Lot is in the city but feels like your in the woods. Home features bamboo flooring, Nice famly room and open floorplan with some vaulted ceilings,3 Bedroom 2 bath , central air, 2 car garage.Large fenced backyard.",2,2 Story,Portland Southeast,Multnomah,2,2,6,7,45,42,76
